categoryID,round,category,categoryComment,categoryAssigned,subcategoryAssigned
200,1,FOREIGN WORDS,,Language,Words & Word Play
203,2,ACTING PRESIDENTS,,Politics,Presidents
207,3,SPORTS BOOKS,,Language,Literature
215,2,"HOLD ME CLOSER, TONY DANZA",,Entertainment,Movies & Film
218,2,"""PRIME""D FOR SUCCESS",,Politics,World Leaders
220,3,WORDS IN THE NEWS,,Language,Words & Word Play
221,1,1959's BESTSELLERS,,Language,Literature
226,1,POP CULTURE,,Entertainment,Movies & Film
233,3,OSCAR WINNERS,,Entertainment,The Oscars
236,1,GOVERNMENT & POLITICS,,Politics,Government
250,1,ARCHITECTS,,Geography,Cities
251,1,1994 FILMS,,Entertainment,Movies & Film
255,2,DRAMA QUEENS,,History,Monarchies
273,1,INDEPENDENCE!,,Geography,Countries
275,1,MUSIC OF THE '90s,,Music,Contemporary Music
276,1,HISTORICAL NOVELS,,Language,Literature
277,1,FOOD,,Culture,Food & Drink
285,3,U.S. HISTORY,(Alex:  Good subject for this day!),Politics,Presidents
289,1,MANHATTAN'S MUSEUM MILE,,Culture,Museums
290,1,GAMES,,Entertainment,Games
292,2,CITY OF THE DAY: SAN FRANCISCO,,Geography,Cities
298,3,UNIVERSITIES,,Other,Colleges & Universities
302,1,CITY SEALS,,Geography,Cities
309,2,ANTARCTIC EXPLORATION,,History,Ships & Sailors
313,1,PRO FOOTBALL,,Sports,Teams
319,2,SERGEI EISENSTEIN CINEMA,,Entertainment,Movies & Film
320,2,"OPERA HAS BEEN VERDI, VERDI GOOD TO ME",,Culture,Theatre
322,2,FRANCE LOSES THE FIGHT,,History,War
323,2,EGGS-ACTLY,,Culture,Food & Drink
328,1,CLICHE ORIGINS,"(Alex: We'll give you the origin, you give us the cliche in...)",Nature,Trees
329,1,BREAD,,Culture,Food & Drink
332,2,MEASURE FOR MEASURE,,Science,Measurements
334,2,EUROPEAN CAPITALS,,Geography,Cities
353,1,MUSICALLY INCLINED,,Music,Contemporary Music
357,2,DRAMATISTS,,Language,Literature
358,2,WOMEN DIRECTING WOMEN,,Entertainment,Movies & Film
365,1,CLASSIC FILM MONSTERS,,Entertainment,Movies & Film
369,1,3-LETTER WORDS,,Language,Letters & Letter Play
370,2,"""HAMLET""","(Alex: The play, of course)",Language,Shakespeare
377,1,STATE CAPITALS,,Geography,Cities
383,2,BRITISH ART & ARTISTS,,Culture,Art
390,1,THE LAKE COUNTRY,(Alex: You have to identify the country.),Geography,Bodies of Water
394,1,E-COMMERCE,,Entertainment,Internet
406,1,NUMB WITH NUMBERS,,Other,Numbers & Number Play
410,2,MUSEUMS,,Culture,Museums
412,2,ANATOMY CLASS,,Science,Anatomy
418,1,COLLEGE FOOTBALL 2000,,Sports,Teams
422,2,WORLD CAPITALS,,Geography,Cities
424,2,"OH, NO!  IT'S OPERA!",,Culture,Theatre
425,2,TOP O' THE CHARTS,,Music,Contemporary Music
428,3,THE UNIVERSE,,Science,Outer Space
430,1,FILMS OF THE '70s,,Entertainment,Movies & Film
432,1,BACK TO THE HOTEL,,Other,Hotels
434,1,THE BIRD IS THE WORD,,Nature,Birds
436,2,SPORTS TROPHIES,(Alex: We want you to name the sport.),Sports,Competition
437,2,ART,,Culture,Art
443,1,VIDEO GAME WORLD,,Entertainment,Games
446,1,COLLEGES & UNIVERSITIES,,Other,Colleges & Universities
447,1,IN THE DICTIONARY,,Language,Words & Word Play
452,2,TAKE ME TO THE THEATRE!,,Culture,Theatre
454,3,STATE CAPITALS,,Geography,Cities
455,1,ZOOLOGY,,Nature,Zoology
457,1,THE SURF REPORT,,Geography,Countries
459,1,NEWSPAPERS & MAGAZINES,,Entertainment,Magazines & Newspapers
461,2,LITERATURE,,Language,Literature
464,2,LOSING YOUR HEAD IN THE MOVIES,,Entertainment,Movies & Film
465,2,WAR BATTLES,"(Alex: We'll give you [*], you name the war in which they occurred.)",History,War
466,2,WORD & PHRASE ORIGINS,,Language,Words & Word Play
469,1,STATE CAPITALS OF THE WORLD,,Geography,Cities
472,1,PATRIOTIC SONGS,,Music,Contemporary Music
473,1,20th CENTURY NOVELS,,Language,Literature
484,1,YE GODS!,,Religion,God & Gods
485,1,"O CAPTAIN, MY CAPTAIN",,History,Ships & Sailors
489,2,JOHN GRISHAM FILMS,,Entertainment,Movies & Film
491,2,GREAT AMERICAN NOVELS,,Language,Literature
496,1,COLLEGE WORLD,,Other,Colleges & Universities
500,2,CIVIL WAR PEOPLE,,History,War
504,2,ISLANDS,,Geography,Islands
506,3,YOUNG STARS,,Language,Shakespeare
508,1,THE FALL 2001 TV SEASON,,Entertainment,Television
509,1,CATS & DOGS,,Nature,Pets
510,1,MOUNTAIN TIME,,Geography,Mountains
515,2,HARDY HAR HAR,,Language,Literature
516,2,RECENT MOVIES,,Entertainment,Movies & Film
520,1,BRIDGING THE WORLD,(Alex: We want you to name the major city each bridge serves.  We'll give you the bridge.),Science,Engineering
521,1,OLD GLORY,,Other,Flags
523,1,GOOD EATS,,Culture,Food & Drink
524,1,ALL SPORT,,Sports,Competition
526,2,BIG WOMEN ON CAMPUS,,Other,Colleges & Universities
527,2,THEATRE STUFF,,Language,Literature
529,2,MUSIC CLASS,,Music,Classical Music
532,3,AMERICAN LITERATURE,,Language,Literature
534,1,ONE-WORD FILM TITLES,,Entertainment,Movies & Film
537,1,AMERICAN PIE,,Culture,Food & Drink
546,1,SHAKESPEARE,,Language,Shakespeare
547,1,THE SENATOR OF ATTENTION,,Politics,Government
553,2,M.D. TV,,Entertainment,Television
557,2,WORD LORE,,Language,Words & Word Play
559,1,BEEN THERE,"(Alex: Now this is our last show of the season, so our writers are a little worn out!)",Geography,Cities
562,1,OLD HAT,,Culture,Fashion
573,1,FILM CRITICISM,,Entertainment,Movies & Film
574,1,WHAT A DISH!,,Culture,Food & Drink
575,1,THE 2004 ELECTIONS,,Politics,Government
580,2,WRITERS JOURNAL,,Language,Literature
581,2,COSMOPOLITAN,,Geography,Cities
589,1,KICKIN' AZTEC,,Religion,God & Gods
592,2,'80s MOVIES,,Entertainment,Movies & Film
593,2,ROYAL LITERATURE,,History,Monarchies
599,1,NFL BLITZ,,Sports,Teams
602,1,DANCE DANCE REVOLUTION,,Culture,Dance
605,2,POP CULTURE,,Entertainment,Movies & Film
610,3,THE OSCARS,,Entertainment,The Oscars
612,1,2001: A SPORTS ODYSSEY,,Sports,Teams
619,2,THE INDIE 5,,Entertainment,Movies & Film
620,2,17th CENTURY QUOTATIONS,,Language,Literature
621,2,THE SHIP,,History,Ships & Sailors
624,1,BEAST OF BURDEN,,Nature,Zoology
626,1,TIME IS ON MY SIDE,,History,Monarchies
630,2,NOVELS,,Language,Literature
631,2,MOVIES THAT ARE ALL WET,,Entertainment,Movies & Film
638,1,BASEBALL RECORD BREAKERS,,Music,Contemporary Music
640,1,AMERICAN GEOGRAPHY,,Geography,Cities
646,2,BRANDS,,Business,Brands
656,2,CURRENT POLITICOS,,Politics,Government
657,2,MOVIE TITLE NAMES,,Entertainment,Movies & Film
666,1,I EAT A...,,Culture,Food & Drink
669,2,THE MOVIES,,Entertainment,Movies & Film
670,2,COMPOSE YOURSELF!,,Culture,Theatre
675,1,THE NORTHERNMOST CAPITAL CITY,,Geography,Cities
677,1,LITERA-SEA,,Language,Literature
678,1,THE INTERNATIONAL CINEPLEX,,Entertainment,Movies & Film
683,2,ABOVE THE WAIST,,Science,Health
689,1,BRAND NAMES,,Business,Brands
691,1,FILMS OF THE '70s,"(Alex: 1970s, of course.)",Entertainment,Movies & Film
693,1,"ABOUT ""FACE""",,Entertainment,Television
708,2,THE NEW YORK TIMES  MOVIE REVIEWS,,Entertainment,Movies & Film
714,1,U.S. CITY-SCAPE,,Geography,Cities
720,2,NFL,,Sports,Teams
723,2,THE CHIEFS,,Politics,Law
731,1,THE VOTES ARE IN,,Politics,Government
734,2,THOSE FUNNY BRITS,,Entertainment,Television
736,2,PROMINENT 20th CENTURY WOMEN,,History,Famous Women
741,1,GOOD TOMES,,Language,Literature
743,1,TREES COMPANY,,Nature,Trees
746,2,CLASSICAL MUSIC,,Music,Classical Music
748,2,ODDS & ENDS,,Language,Words & Word Play
749,2,AT THE MOVIES,,Entertainment,Movies & Film
751,2,PORTMANTEAU WORDS,"(Alex: A portmanteau word is a word that's made up of 2 other words; for instance, motel, from ""motor hotel""; hope that assists you.)",Language,Words & Word Play
752,3,WORLD CITIES,,Geography,Cities
753,1,THE KOREAN WAR,(Alex: We start off with a commemoration of the 50th anniversary of...),History,War
766,1,U.S. SKYLINE TOURS,,Geography,Cities
767,1,FUN WITH COLORS,,Entertainment,Television
773,2,'70s SONGS,"(Alex: Alright, good stuff!)",Music,Contemporary Music
774,2,QUEEN ME,,History,Monarchies
779,1,THE CIRCULATORY SYSTEM,"(Alex: Ours, of course.)",Science,Health
785,2,CANADIAN HISTORY,,Politics,World Leaders
791,3,ARTISTS,,Culture,Art
799,2,MUSICAL INSPIRATIONS,,Culture,Theatre
806,1,WE'RE NO ANGELS,,Sports,Teams
808,1,THREE ON A MATCH,,Music,Classical Music
816,2,VOCABULARY,,Language,Words & Word Play
819,1,SONG STANDARDS,,Music,Contemporary Music
820,1,FOOD-O & DRINK-O,,Culture,Food & Drink
822,1,"WRITE ON, GIRL!","(Alex: Come on, oh!  WRITE ON, GIRL! ...I said ""Come on"" instead of ""Write on""--that shows you where my mind is.)",Language,Literature
831,1,"""C""OUNTRIES",,Geography,Countries
834,1,LITERARY THEATRE,,Language,Literature
835,1,FRUIT,,Culture,Food & Drink
839,2,LANGUAGES,,Language,Languages
841,2,SUPREME COURT BEFORE & AFTER,,Politics,Law
843,3,FILMS OF THE '60s,,Entertainment,Movies & Film
846,1,BEATLES SONGS,,Music,Contemporary Music
850,2,AMERICAN HISTORY,,History,Famous Women
852,2,INTERNATIONAL INTERNET CODES,,Geography,Islands
857,1,WAR,,History,War
858,1,BRIDGE,,Science,Engineering
860,1,GIN,,Culture,Food & Drink
861,1,21,,Entertainment,Movies & Film
862,1,"""HEART""s",,Language,Phrases
864,2,PLAYING REAL PEOPLE,,Entertainment,Television
877,2,MOVIE TRAILERS,,Entertainment,Movies & Film
878,2,OPRAH'S BOOK CLUB,,History,Famous Women
889,2,WWI,,History,War
890,2,THE MOVIES,,Entertainment,Movies & Film
893,2,INTERNATIONAL GEOGRAPHIC,,Geography,Cities
894,2,WORDS FOR WORDS,,Language,Words & Word Play
896,1,STATE TREES,,Nature,Trees
897,1,GETTING DOWN TO BUSINESS,,Business,Companies
899,1,PARTY HOPPING,,Politics,Government
902,2,BOOKS OF THE BIBLE,,Language,Literature
906,2,PICK A NUMBER FROM 1-10,,Other,Numbers & Number Play
908,3,COUNTRIES OF THE WORLD,,Geography,Countries
911,1,FAMILIAR PHRASES,,Language,Phrases
915,2,BRITISH POETS & POETRY,,Language,Literature
917,2,FLOWERS,,Nature,Plants
924,1,CHAPTERS IN 19th CENTURY LIT,,Language,Literature
930,2,1964 BEATLES NO. 1 HITS,,Music,Contemporary Music
932,2,SEA BETWEEN,,Geography,Bodies of Water
934,3,U.S. PRESIDENTS,,Politics,Presidents
942,2,SITCOMS BY EPISODE,,Entertainment,Television
943,2,THE SCIENCE BLUES,,Other,Colors
947,3,COLLEGES & UNIVERSITIES,,Other,Colleges & Universities
948,1,OSCAR NIGHT 2006,,Entertainment,The Oscars
954,2,CLASSICAL MUSIC,,Music,Classical Music
960,3,CHILDREN'S AUTHORS,,Language,Literature
964,1,U.S. COMMEMORATIVE COINS,,Other,Money
967,2,IF THEY WERE MUSICALS...,(Alex: You're gonna love it!),Culture,Theatre
970,2,ARTISTS & THEIR SUBJECTS,,Culture,Art
972,2,"ANIMAL, VEGETABLE OR MINERAL",,Nature,Zoology
984,2,ALLITERATURE,,Language,Literature
990,1,"HELLO, GOOD BUY",,Business,Companies
995,2,ITALIAN ART & ARTISTS,,Culture,Art
997,2,BRIT LIT,,Language,Literature
999,3,TV SPIN-OFFS,,Entertainment,Television
1001,1,OLYMPIC GOLD MEDALISTS,,Sports,Competition
1008,2,AWARDS & HONORS,,Culture,Awards
1012,3,U.S. PRESIDENTS & VICE PRESIDENTS,,Politics,Presidents
1015,1,AN ARM & A LEG,,Science,Anatomy
1017,1,SHAKESPEARE'S TRAGIC CAST,,Language,Shakespeare
1022,2,USAGE,,Language,Words & Word Play
1025,3,BIRDS,,Nature,Birds
1030,1,FAMOUS WOMEN,,History,Famous Women
1032,2,CLASSICAL CLASSICS,,Music,Classical Music
1034,2,WORLD OF FOOD,,Culture,Food & Drink
1035,2,ADJECTIVES,,Language,Words & Word Play
1037,2,EVE,(Alex: Makes sense.),Religion,God & Gods
1040,1,U.S. CITIES,,Geography,Cities
1043,1,"""B"" ON THE LOOKOUT",,Nature,Plants
1045,2,BIBLICAL PEOPLE,,History,Famous Women
1052,1,HISTORIC WOMEN,,History,Famous Women
1056,1,A CATEGORY FOR THE BIRDS,,Nature,Birds
1062,2,AUTHORS,,Language,Literature
1063,2,NATIONAL SPELLING BEE WORDS,(Alex: And you must spell the word in the response.),Language,Words & Word Play
1064,3,WORLD MONARCHS,,History,Monarchies
1070,1,"YOU WEREN'T ""THERE""",,Music,Contemporary Music
1077,3,STATE NICKNAME ORIGINS,,Geography,States
1080,1,TEAM NAME'S THE SAME,"(Alex: I'll give you some cities, you have to identify the teams with the same name.)",Sports,Teams
1084,2,U.S. PRESIDENTS,,Politics,Presidents
1085,2,SHAKESPEARE,,Language,Shakespeare
1088,2,TV TALK SHOW HOSTS,,Entertainment,Television
1092,1,TV TRIVIA,,Entertainment,Television
1110,2,IT'S GREEK MYTH TO ME,,Religion,God & Gods
1118,1,ENTERTAINING CRITTERS,,Nature,Zoology
1123,2,THE CIVIL WAR,,History,War
1126,2,MAID FOR TV,,Entertainment,Television
1134,1,SPORTS CHANNEL,,Sports,Teams
1138,2,BUG LIT,,Language,Literature
1143,1,ASTRONOMERS,,Science,Outer Space
1149,2,BODIES OF WATER,,Geography,Bodies of Water
1151,2,CELEBRITY POLITICIANS,,Entertainment,Television
1156,1,BIBLICAL PEOPLE,,History,Famous Women
1159,1,HULL OF FAME,,History,Ships & Sailors
1166,2,THE U.S. CENSUS,,Politics,Government
1168,3,OSCAR-WINNING SINGERS,,Entertainment,The Oscars
1170,1,CHAMPIONSHIP MOVIES,,Entertainment,Movies & Film
1171,1,NAMED FOR A FRENCH KING'S MISTRESS,,History,Monarchies
1174,1,FOR GOOD MEASURE,,Science,Measurements
1178,2,BUSINESS,,Business,Companies
1179,2,POLITICIANS,,Politics,Government
1182,1,ANATOMY & MEDICINE,,Science,Anatomy
1183,1,"""EMP"" TV",,Entertainment,Television
1185,1,WE HAVE TO LET THEM GO,,Geography,Countries
1187,1,3-LETTER WORDS,,Language,Letters & Letter Play
1188,2,BRIT LIT,,Language,Literature
1189,2,STATES' LONGEST RIVERS,,Geography,Bodies of Water
1193,2,"""ROAD"" SHOW",,Entertainment,Movies & Film
1194,3,BRANDS,,Business,Brands
1196,1,POP THE QUESTION,,Music,Contemporary Music
1198,1,LET'S HAVE A DRINK!,,Culture,Food & Drink
1199,1,"OH, YOU ANIMAL!",,Nature,Zoology
1207,3,INTERNATIONAL FILM DIRECTORS,,Entertainment,Movies & Film
1212,1,MATCH GAME '73,,Sports,Teams
1217,2,DOCTORS,,Language,Literature
1221,1,NEW ENGLAND,,Geography,States
1223,1,LANGUAGES,,Language,Languages
1228,2,THE TV VAULT,,Entertainment,Television
1231,2,EUROPEAN ART,,Culture,Art
1235,1,FAMOUS PAINTINGS,,Culture,Art
1236,1,DEAD TV,,Entertainment,Television
1240,2,SOUTH AMERICAN CAPITALS,,Geography,Cities
1242,2,BOOKS & AUTHORS,,Language,Literature
1243,2,RECENT MUSIC,,Music,Contemporary Music
1245,2,ANIMAL WORDS & PHRASES,,Nature,Zoology
1247,1,POETS & POETRY,,Language,Literature
1253,2,COMPOSERS,,Music,Classical Music
1257,2,AMERICAN RIVERS,,Geography,Bodies of Water
1260,1,SHAKESPEARE,,Language,Shakespeare
1262,1,LOOKING FOR A LATIN LOVER,,Language,Words & Word Play
1266,2,DESTINATION: PLUTO,,Science,Outer Space
1267,2,MOVIE-MOBILES,,Entertainment,Movies & Film
1273,1,U.S. CITIES,,Geography,Cities
1278,1,"ODD, OLD & OBSCURE VOCABULARY",,Language,Words & Word Play
1279,2,WON,,Sports,Competition
1281,2,TREES,,Nature,Trees
1286,1,BOOKS & AUTHORS,,Language,Literature
1293,2,MY NAME IS URL,,Entertainment,Internet
1295,2,AMERICAN IDLE,,Science,Health
1299,1,AMERICAN TOWNS & CITIES,,Geography,Cities
1303,1,C'EST CHEESE,,Culture,Food & Drink
1319,2,HOME RUN SLUGGERS,,Music,Contemporary Music
1324,3,ISLANDS,,Geography,Islands
1325,1,POPE-POURRI,,Religion,The Church
1329,1,FEMALE FIRSTS,,History,Famous Women
1332,2,THE GRAMMYS,,Music,Contemporary Music
1337,3,BUSINESS FIRSTS,,Business,Companies
1340,1,YOU TOLKIEN TO ME?,,Language,Literature
1342,1,I COULDA BEEN A BARTENDER,,Culture,Food & Drink
1345,2,POP LYRICS,,Music,Contemporary Music
1347,2,I’LL SEE YOU IN COURT!,,Politics,Law
1350,3,PRO FOOTBALL GEOGRAPHY,,Geography,States
1354,1,LET'S GET COOKING!,,Culture,Food & Drink
1360,2,FIRST AID,,Science,Health
1364,1,A YOUNG ACTOR'S LIFE,,Entertainment,Television
1365,1,I WANT CANDY!,,Culture,Food & Drink
1368,1,FUN WITH COLORS,,Other,Colors
1374,2,AROUND THE WORLD,,Geography,Countries
1376,1,FILL IN THE BLANK STATE NICKNAMES,,Geography,States
1385,2,ISLANDS,,Geography,Islands
1386,2,MUSEUMS,,Culture,Museums
1388,3,ANIMALS,,Nature,Zoology
1396,2,BODIES OF WATER,,Geography,Bodies of Water
1401,3,STATE SYMBOLS,,Geography,States
1402,1,WOMEN IN HISTORY,,History,Famous Women
1405,1,TOYS & GAMES,,Entertainment,Games
1409,2,ANIMAL PLANET,,Nature,Zoology
1411,2,SHOE BUSINESS,,Business,Companies
1412,2,BODY BASICS,,Science,Anatomy
1422,2,DISNEY FILM VOICES,,Entertainment,Movies & Film
1431,1,CITY,,Geography,Cities
1434,2,"""A"" IN SHAKESPEARE",,Language,Shakespeare
1435,2,IN MEMORIAM 2004,,Entertainment,The Oscars
1441,1,THE NEW YORK TIMES  PULITZER PRIZE WINNERS,,Culture,Awards
1449,2,ART-FULL,,Culture,Art
1450,2,BESTSELLERS,,Language,Literature
1452,2,ADD AN ELEMENT SYMBOL,(Alex: Each correct response is the element's name.),Science,Chemistry
1455,1,CHILDREN'S SONGS,,Nature,Zoology
1457,1,GETTING DOWN TO BUSINESS,,Business,Companies
1462,2,HOW NOVEL,,Language,Literature
1465,2,WHERE IS U?,,Language,Letters & Letter Play
1466,3,LAW HISTORY,,Politics,Law
1476,2,YOUR NUMBER'S UP,,Other,Numbers & Number Play
1477,2,THE COMETS,,Science,Outer Space
1479,3,FICTIONAL CHILDREN,,Language,Literature
1481,1,MUSIC FOR YOUR FISH,,Music,Contemporary Music
1483,1,STRICTLY BUSINESS,,Business,Companies
1488,2,3-WORD LITERARY QUOTES,,Language,Words & Word Play
1490,2,"YES, SIR!",,Language,Literature
1493,1,HISTORIC AMERICANS,,History,Famous Women
1495,1,STATE FISH,,Geography,States
1500,2,MOVIE TWINS,,Entertainment,Movies & Film
1502,2,WORLD CITIES,,Geography,Cities
1503,2,THE DICTIONARY,,Language,Words & Word Play
1508,1,FOOD FACTS,,Culture,Food & Drink
1509,1,WOMEN AUTHORS,,Language,Literature
1520,1,THE JEP-TONES WORLD TOUR 2006,(Alex: Our very own...),Music,Contemporary Music
1521,1,A GAME OF DARTS,,Entertainment,Games
1525,2,RENAISSANCE PAINTERS,,Culture,Art
1527,2,WHAT A PIG!,,Nature,Zoology
1529,2,"""S""WEETS",,Culture,Food & Drink
1533,1,KILLER MUSICALS,,Culture,Theatre
1540,2,COUNTRIES OF THE WORLD,,Geography,Countries
1551,2,"""I"" LANDS",,Geography,Countries
1554,2,CLASSIC SITCOM EPISODES,,Entertainment,Television
1563,1,LOUSY SCRABBLE WORDS,,Language,Letters & Letter Play
1564,2,AMERICAN POETS,,Language,Literature
1568,2,AL PACINO MOVIES,,Entertainment,Movies & Film
1573,1,"SORRY, YOU'VE BEEN CENSORED",,Entertainment,Television
1574,1,WORLD FLAGS,,Other,Flags
1583,3,INTERNATIONAL SPORTS,,Sports,Competition
1600,1,BOOK SEQUELS?,,Language,Literature
1602,1,ABBREVIATED U.S. STATES,"(Alex: And in that category we want not only the abbreviation, but the state itself.)",Geography,States
1603,2,BRITISH POETS,,Language,Literature
1606,2,POPE,,Religion,The Church
1608,2,WORD'S WORTH,"(Alex: And for each word that we want as a correct response, we will give you the value of those letters in  Scrabble .)",Language,Letters & Letter Play
1612,1,"NUMBER, PLEASE",,Other,Numbers & Number Play
1616,2,THE BARBARY WARS,,History,Ships & Sailors
1617,2,TRANSPORTATION,,Business,Brands
1623,1,THE LAND DOWN UNDER,,Geography,Cities
1625,1,STATE QUARTERS,,Geography,States
1627,1,'70s ALBUMS,,Music,Contemporary Music
1629,2,ODES & ENDS,,Language,Literature
1630,2,FILMS OF THE '90s,,Entertainment,Movies & Film
1633,2,GODS & GODDESSES,,Religion,God & Gods
1642,2,20th CENTURY AMERICAN ARTISTS,,Culture,Art
1644,2,"SWEET HOME, ALABAMA",,Geography,Cities
1646,2,SPORTS FILMS,,Entertainment,Movies & Film
1651,1,GOING TO THE DOGS,,Nature,Pets
1657,2,THE PRESIDENCY,,Politics,Presidents
1659,2,ISLANDS,,Geography,Islands
1662,1,U.S. LAKES & RIVERS,,Geography,Bodies of Water
1668,2,SHIPS' NAMES,,History,Ships & Sailors
1670,2,MYTHICAL MENAGERIE,,Religion,God & Gods
1673,2,THE STAR-SPANGLED BANNER,,Language,Literature
1677,1,"YOU, YOUR HEALTH & YOU",,Science,Health
1678,1,THIS WEEK IN GOD,,Religion,God & Gods
1679,1,PRODUCE PETE,,Culture,Food & Drink
1680,1,"BACK IN ""BLACK""",,Nature,Zoology
1681,2,U.S. CITIES,,Geography,Cities
1686,2,ALL ABOUT THE BOOK,,Language,Literature
1689,1,COLLEGE SPORTS,,Sports,Competition
1691,1,CAPITALISM,,Geography,Cities
1696,2,SHAKESPEARE PLAYS BY CHARACTER,,Language,Shakespeare
1699,2,PRONOUNS,,Language,Letters & Letter Play
1700,3,OSCAR-NOMINATED MOVIES,,Entertainment,The Oscars
1701,1,PRESIDENTIAL FIRSTS,,Politics,Presidents
1709,2,LITERARY ____ OF ____,,Language,Literature
1710,2,FRUITS,,Culture,Food & Drink
1714,1,INSECTS,,Nature,Zoology
1715,1,I'VE ZINE THE MOVIE,,Entertainment,Movies & Film
1716,1,TREE POTPOURRI,,Nature,Trees
1726,3,AFRICAN CAPITALS,,Geography,Cities
1730,1,GREAT PEOPLE OF HISTORY,,History,Monarchies
1733,2,BODIES OF WATER,,Geography,Bodies of Water
1740,1,U.S. LAKES & RIVERS,,Geography,Bodies of Water
1742,1,DAY TIME,,Culture,Events
1746,2,THE FIRM,,Business,Brands
1754,1,CRAZY TOP 40 TUNES,,Music,Contemporary Music
1757,1,WORN OUT,,Culture,Fashion
1766,1,MEDICAL CENTER,,Science,Health
1768,1,HERBS & SPICES,,Culture,Food & Drink
1769,1,THE PLANETS,,Science,Outer Space
1770,1,GO WITH THE FLOW,,Geography,Bodies of Water
1772,2,AUTHOR! AUTHOR!,,Language,Literature
1775,2,COLORFUL MOVIE TITLES,,Entertainment,Movies & Film
1778,3,AWARDS,,Business,Companies
1780,1,OSCAR ODDITIES,,Entertainment,The Oscars
1781,1,BATTLES,,History,War
1786,2,ALPHABET SOUP,,Language,Letters & Letter Play
1789,2,"""C"" SEA",,Geography,Bodies of Water
1791,3,ARTISTS,,Culture,Theatre
1798,2,NOVELISTS,,Language,Literature
1804,3,THE 50 STATES,,Geography,States
1805,1,INTERNATIONAL AUTHORS,,Language,Literature
1813,2,TOUGH '70s TV,,Entertainment,Television
1819,1,U.S. STATES,,Geography,States
1821,1,WEIGHTS & MEASURES,,Science,Measurements
1822,1,POLITICAL ETYMOLOGY,,Language,Words & Word Play
1830,3,THE ELEMENTS,,Science,Chemistry
1832,1,ACTORS ON BROADWAY,,Culture,Theatre
1834,1,IT'S ALL ABOUT MONEY,,Other,Money
1841,2,CALIFORNIA,,Other,Hotels
1842,2,"LOSING THE ""WAR""","(Alex: In actual fact, it's losing the letters ""war"" - for instance, ""When this word loses a ""war"", it becomes a commercial""; the word would be ""award"", so you take the ""war"" out of it & it becomes ""ad"")",History,War
1845,1,AN APPLE A DAY,,Culture,Food & Drink
1848,1,ANNUAL EVENTS,,Culture,Events
1851,2,MUSICIANS,,Entertainment,Television
1854,2,ON THE FLAG,,Other,Flags
1856,3,BUSINESS BIGGIES,,Business,Companies
1857,1,RECENT FICTION,,Language,Literature
1861,1,BALLROOM BLITZ,,Culture,Dance
1865,2,YOU HAD TO EXPECT SHAKESPEARE,,Language,Shakespeare
1867,2,A WORLD OF POTPOURRI,,Geography,Cities
1870,1,AT THE ART MUSEUM,,Culture,Museums
1878,2,I'M GETTING SPACED OUT!,,Science,Outer Space
1879,2,YOU'VE GOT COMPANY,,Business,Companies
1881,2,WORD & PHRASE ORIGINS,,Language,Words & Word Play
1884,1,FILMS OF THE '80s,,Entertainment,Movies & Film
